AIRPORT_SEQ_ID,AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_WAC,AIRPORT_COUNTRY_NAME,AIRPORT_COUNTRY_CODE_ISO,AIRPORT_STATE_NAME,AIRPORT_STATE_CODE,AIRPORT_STATE_FIPS,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL,CITY_MARKET_WAC,LAT_DEGREES,LAT_HEMISPHERE,LAT_MINUTES,LAT_SECONDS,LATITUDE,LON_DEGREES,LON_HEMISPHERE,LON_MINUTES,LON_SECONDS,LONGITUDE,AIRPORT_START_DATE,AIRPORT_THRU_DATE,AIRPORT_IS_CLOSED,AIRPORT_IS_LATEST
1000101,10001,01A,Afognak Lake Airport,"Afognak Lake, AK",1,United States,US,Alaska,AK,2.0,30001,"Afognak Lake, AK",1,58.0,N,6.0,34.0,58.10944444,152.0,W,54.0,24.0,-152.90666667,7/1/2007 12:00:00 AM,,0,1
1000301,10003,03A,Bear Creek Mining Strip,"Granite Mountain, AK",1,United States,US,Alaska,AK,2.0,30003,"Granite Mountain, AK",1,65.0,N,32.0,53.0,65.54805556,161.0,W,4.0,18.0,-161.07166667,7/1/2007 12:00:00 AM,,0,1
1000401,10004,04A,Lik Mining Camp,"Lik, AK",1,United States,US,Alaska,AK,2.0,30004,"Lik, AK",1,68.0,N,5.0,0.0,68.08333333,163.0,W,10.0,0.0,-163.16666667,7/1/2007 12:00:00 AM,,0,1
1000501,10005,05A,Little Squaw Airport,"Little Squaw, AK",1,United States,US,Alaska,AK,2.0,30005,"Little Squaw, AK",1,67.0,N,34.0,12.0,67.57,148.0,W,11.0,2.0,-148.18388889,8/1/2007 12:00:00 AM,,0,1
1000601,10006,06A,Kizhuyak Bay,"Kizhuyak, AK",1,United States,US,Alaska,AK,2.0,30006,"Kizhuyak, AK",1,57.0,N,44.0,43.0,57.74527778,152.0,W,52.0,58.0,-152.88277778,10/1/2007 12:00:00 AM,,0,1
1000701,10007,07A,Klawock Seaplane Base,"Klawock, AK",1,United States,US,Alaska,AK,2.0,30007,"Klawock, AK",1,55.0,N,33.0,17.0,55.55472222,133.0,W,6.0,6.0,-133.10166667,4/1/2008 12:00:00 AM,,0,1
1000801,10008,08A,Elizabeth Island Airport,"Elizabeth Island, AK",1,United States,US,Alaska,AK,2.0,30008,"Elizabeth Island, AK",1,59.0,N,9.0,25.0,59.15694444,151.0,W,49.0,45.0,-151.82916667,6/1/2008 12:00:00 AM,,0,1
1000901,10009,09A,Augustin Island,"Homer, AK",1,United States,US,Alaska,AK,2.0,30009,"Homer, AK",1,59.0,N,21.0,46.0,59.36277778,153.0,W,25.0,50.0,-153.43055556,6/1/2008 12:00:00 AM,,0,1
1001001,10010,1B1,Columbia County,"Hudson, NY",22,United States,US,New York,NY,36.0,30010,"Hudson, NY",22,42.0,N,17.0,20.0,42.28888889,73.0,W,42.0,37.0,-73.71027778,4/1/2009 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
1001101,10011,1G4,Grand Canyon West,"Peach Springs, AZ",81,United States,US,Arizona,AZ,4.0,30011,"Peach Springs, AZ",81,35.0,N,59.0,25.0,35.99027778,113.0,W,48.0,59.0,-113.81638889,7/1/2008 12:00:00 AM,9/30/2011 12:00:00 AM,0,0
1001201,10012,1N7,Blairstown Airport,"Blairstown, NJ",21,United States,US,New Jersey,NJ,34.0,30012,"Blairstown, NJ",21,40.0,N,58.0,16.0,40.97111111,74.0,W,59.0,51.0,-74.9975,7/1/2008 12:00:00 AM,,0,1
1001301,10013,8F3,Crosbyton Municipal,"Crosbyton, TX",74,United States,US,Texas,TX,48.0,30013,"Crosbyton, TX",74,33.0,N,37.0,26.0,33.62388889,101.0,W,14.0,27.0,-101.24083333,1/1/2009 12:00:00 AM,,0,1
1001401,10014,A01,Blair Lake,"Fairbanks/Ft. Wainwright, AK",1,United States,US,Alaska,AK,2.0,31517,"Fairbanks, AK",1,64.0,N,21.0,51.0,64.36416667,147.0,W,21.0,41.0,-147.36138889,10/1/2002 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
1001501,10015,A02,Deadmans Bay Airport,"Deadmans Bay, AK",1,United States,US,Alaska,AK,2.0,30015,"Deadmans Bay, AK",1,57.0,N,4.0,0.0,57.06666667,153.0,W,56.0,16.0,-153.93777778,6/1/2002 12:00:00 AM,,0,1
1001601,10016,A03,Hallo Bay Airport,"Hallo Bay, AK",1,United States,US,Alaska,AK,2.0,30016,"Hallo Bay, AK",1,58.0,N,27.0,27.0,58.4575,154.0,W,1.0,24.0,-154.02333333,4/1/2002 12:00:00 AM,,0,1
1001701,10017,A04,Red Lake Airport,"Red Lake, AK",1,United States,US,Alaska,AK,2.0,30017,"Red Lake, AK",1,57.0,N,16.0,38.0,57.27722222,154.0,W,20.0,32.0,-154.34222222,9/1/2002 12:00:00 AM,,0,1
1001801,10018,A05,Shell Lake Airport,"Shell Lake, AK",1,United States,US,Alaska,AK,2.0,30018,"Shell Lake, AK",1,61.0,N,57.0,50.0,61.96388889,151.0,W,33.0,21.0,-151.55583333,11/1/2002 12:00:00 AM,,0,1
1001901,10019,A06,Navigator Airstrip,"Kougarok, AK",1,United States,US,Alaska,AK,2.0,30019,"Kougarok, AK",1,65.0,N,39.0,20.0,65.65555556,165.0,W,21.0,23.0,-165.35638889,6/1/2002 12:00:00 AM,,0,1
1002001,10020,A07,Roland Norton Memorial Airstrip,"Selawik, AK",1,United States,US,Alaska,AK,2.0,30020,"Selawik, AK",1,66.0,N,45.0,57.0,66.76583333,160.0,W,9.0,9.0,-160.1525,12/1/2002 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
1002101,10021,A08,Pillar Bay Airport,"Pillar Bay, AK",1,United States,US,Alaska,AK,2.0,30021,"Pillar Bay, AK",1,56.0,N,35.0,53.0,56.59805556,134.0,W,14.0,34.0,-134.24277778,1/1/1950 12:00:00 AM,,0,1
1002201,10022,JOH,Johnstone Point Airport,"Johnstone Point, AK",1,United States,US,Alaska,AK,2.0,30022,"Johnstone Point, AK",1,60.0,N,28.0,53.0,60.48138889,146.0,W,34.0,56.0,-146.58222222,7/1/1974 12:00:00 AM,12/31/2002 12:00:00 AM,0,0
1002202,10022,A09,Johnstone Point Airport,"Johnstone Point, AK",1,United States,US,Alaska,AK,2.0,30022,"Johnstone Point, AK",1,60.0,N,28.0,56.0,60.48222222,146.0,W,34.0,56.0,-146.58222222,1/1/2003 12:00:00 AM,11/30/2013 12:00:00 AM,0,0
1002301,10023,TLK,Tikchik Lodge Airport,"Tikchik Lodge, AK",1,United States,US,Alaska,AK,2.0,30023,"Tikchik Lodge, AK",1,59.0,N,57.0,20.0,59.95555556,158.0,W,28.0,50.0,-158.48055556,1/1/1950 12:00:00 AM,11/30/2002 12:00:00 AM,0,0
1002302,10023,KTH,Tikchik Lodge Airport,"Tikchik Lodge, AK",1,United States,US,Alaska,AK,2.0,30023,"Tikchik Lodge, AK",1,59.0,N,57.0,20.0,59.95555556,158.0,W,28.0,50.0,-158.48055556,12/1/2002 12:00:00 AM,,0,1
1002401,10024,A11,Bell Creek Airport,"Bell Creek, AK",1,United States,US,Alaska,AK,2.0,30024,"Bell Creek, AK",1,60.0,N,47.0,2.0,60.78388889,159.0,W,32.0,25.0,-159.54027778,12/1/2002 12:00:00 AM,,0,1
1002501,10025,A12,Cinnabar Airport,"Cinnabar, AK",1,United States,US,Alaska,AK,2.0,30025,"Cinnabar, AK",1,60.0,N,47.0,7.0,60.78527778,158.0,W,51.0,52.0,-158.86444444,12/1/2002 12:00:00 AM,,0,1
1002601,10026,A13,Mountaintop Mine Airport,"Mountaintop Mine, AK",1,United States,US,Alaska,AK,2.0,30026,"Mountaintop Mine, AK",1,61.0,N,23.0,25.0,61.39027778,157.0,W,59.0,44.0,-157.99555556,12/1/2002 12:00:00 AM,,0,1
1002701,10027,A14,Whitebear Airport,"Whitebear, AK",1,United States,US,Alaska,AK,2.0,30027,"Whitebear, AK",1,61.0,N,11.0,20.0,61.18888889,159.0,W,51.0,30.0,-159.85833333,12/1/2002 12:00:00 AM,,0,1
1002801,10028,A15,Puviaq Airport,"Puviaq, AK",1,United States,US,Alaska,AK,2.0,30028,"Puviaq, AK",1,70.0,N,43.0,7.0,70.71861111,154.0,W,23.0,18.0,-154.38833333,2/1/2003 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
1002901,10029,A16,Arley Lake Airport,"Arley Lake, AK",1,United States,US,Alaska,AK,2.0,30029,"Arley Lake, AK",1,70.0,N,44.0,49.0,70.74694444,155.0,W,21.0,39.0,-155.36083333,3/1/2003 12:00:00 AM,,0,1
1003001,10030,A17,Port Vita Airport,"Port Vita, AK",1,United States,US,Alaska,AK,2.0,30030,"Port Vita, AK",1,58.0,N,3.0,56.0,58.06555556,153.0,W,4.0,21.0,-153.0725,9/1/2002 12:00:00 AM,,0,1
1003101,10031,A18,Kantishna Airport,"Kantishna, AK",1,United States,US,Alaska,AK,2.0,30031,"Kantishna, AK",1,63.0,N,32.0,30.0,63.54166667,150.0,W,59.0,38.0,-150.99388889,1/1/1950 12:00:00 AM,11/30/2015 12:00:00 AM,0,0
1003301,10033,A20,Alpine Airstrip,"Alpine, AK",1,United States,US,Alaska,AK,2.0,30033,"Alpine, AK",1,70.0,N,20.0,39.0,70.34416667,150.0,W,56.0,41.0,-150.94472222,8/1/2002 12:00:00 AM,,0,1
1003401,10034,A21,Serpentine Airport,"Serpentine, AK",1,United States,US,Alaska,AK,2.0,30034,"Serpentine, AK",1,65.0,N,51.0,5.0,65.85138889,164.0,W,42.0,10.0,-164.70277778,5/1/2003 12:00:00 AM,,0,1
1003501,10035,A22,Driftwood Bay Airport,"Driftwood Bay, AK",1,United States,US,Alaska,AK,2.0,30035,"Driftwood Bay, AK",1,53.0,N,58.0,22.0,53.97277778,166.0,W,51.0,25.0,-166.85694444,1/1/2003 12:00:00 AM,,0,1
1003601,10036,A23,Bradley Lake Airport,"Bradley Lake, AK",1,United States,US,Alaska,AK,2.0,30036,"Bradley Lake, AK",1,59.0,N,46.0,34.0,59.77611111,151.0,W,57.0,49.0,-151.96361111,1/1/2003 12:00:00 AM,,0,1
1003701,10037,A24,Chilkat Lake Airport,"Chilkat Lake, AK",1,United States,US,Alaska,AK,2.0,30037,"Chilkat Lake, AK",1,59.0,N,19.0,54.0,59.33166667,135.0,W,53.0,48.0,-135.89666667,8/1/2002 12:00:00 AM,,0,1
1003801,10038,A25,Nugget Creek Airport,"Nugget Creek, AK",1,United States,US,Alaska,AK,2.0,30038,"Nugget Creek, AK",1,59.0,N,17.0,18.0,59.28833333,136.0,W,10.0,26.0,-136.17388889,8/1/2002 12:00:00 AM,,0,1
1003901,10039,A26,Ivotuk Airstrip,"Ivotuk, AK",1,United States,US,Alaska,AK,2.0,30039,"Ivotuk, AK",1,68.0,N,29.0,0.0,68.48333333,155.0,W,44.0,0.0,-155.73333333,5/1/2003 12:00:00 AM,,0,1
1004001,10040,A27,Pogo Mines Airport,"Pogo Mines, AK",1,United States,US,Alaska,AK,2.0,30040,"Pogo Mines, AK",1,64.0,N,26.0,24.0,64.44,144.0,W,56.0,11.0,-144.93638889,10/1/2003 12:00:00 AM,,0,1
1004101,10041,A28,Ayakulik River Airport,"Ayakulik River, AK",1,United States,US,Alaska,AK,2.0,30041,"Ayakulik River, AK",1,57.0,N,15.0,14.0,57.25388889,154.0,W,25.0,20.0,-154.42222222,1/1/2001 12:00:00 AM,,0,1
1004201,10042,A29,Kiluda Bay Airport,"Kiluda Bay, AK",1,United States,US,Alaska,AK,2.0,30042,"Kiluda Bay, AK",1,57.0,N,19.0,23.0,57.32305556,153.0,W,8.0,58.0,-153.14944444,1/1/2001 12:00:00 AM,,0,1
1004301,10043,A30,Terror Lake Airport,"Terror Lake, AK",1,United States,US,Alaska,AK,2.0,30043,"Terror Lake, AK",1,57.0,N,57.0,50.0,57.96388889,153.0,W,3.0,30.0,-153.05833333,1/1/2001 12:00:00 AM,,0,1
1004401,10044,A31,Selief Bay Airport,"Selief Bay, AK",1,United States,US,Alaska,AK,2.0,30044,"Selief Bay, AK",1,58.0,N,58.0,58.0,58.98277778,153.0,W,11.0,0.0,-153.18333333,1/1/2001 12:00:00 AM,,0,1
1004701,10047,A34,Laura Lake Airport,"Laura Lake, AK",1,United States,US,Alaska,AK,2.0,30047,"Laura Lake, AK",1,58.0,N,21.0,43.0,58.36194444,152.0,W,18.0,44.0,-152.31222222,7/1/2002 12:00:00 AM,,0,1
1004901,10049,A36,Deep Bay Airport,"Deep Bay, AK",1,United States,US,Alaska,AK,2.0,30049,"Deep Bay, AK",1,55.0,N,33.0,37.0,55.56027778,131.0,W,39.0,20.0,-131.65555556,1/1/2001 12:00:00 AM,,0,1
1005001,10050,A37,Kako Airport,"Kako, AK",1,United States,US,Alaska,AK,2.0,30050,"Kako, AK",1,61.0,N,53.0,56.0,61.89888889,161.0,W,26.0,17.0,-161.43805556,1/1/2003 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
1005101,10051,A38,Molly Creek Airport,"Molly Creek, AK",1,United States,US,Alaska,AK,2.0,30051,"Molly Creek, AK",1,64.0,N,5.0,50.0,64.09722222,143.0,W,16.0,0.0,-143.26666667,1/1/2003 12:00:00 AM,,0,1
1005201,10052,A39,Ptarmigan Lake Airport,"Ptarmigan Lake, AK",1,United States,US,Alaska,AK,2.0,30052,"Ptarmigan Lake, AK",1,61.0,N,51.0,58.0,61.86611111,141.0,W,9.0,35.0,-141.15972222,1/1/2003 12:00:00 AM,,0,1
1005301,10053,A40,Cape Simpson Airport,"Cape Simpson, AK",1,United States,US,Alaska,AK,2.0,30053,"Cape Simpson, AK",1,71.0,N,3.0,25.0,71.05694444,154.0,W,43.0,42.0,-154.72833333,7/1/2002 12:00:00 AM,,0,1
1005401,10054,A41,Kogru River Airport,"Kogru River, AK",1,United States,US,Alaska,AK,2.0,30054,"Kogru River, AK",1,70.0,N,34.0,34.0,70.57611111,152.0,W,16.0,16.0,-152.27111111,7/1/2002 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
1005501,10055,A42,Teshepkuk Lake Airport,"Teshepkuk Lake, AK",1,United States,US,Alaska,AK,2.0,30055,"Teshepkuk Lake, AK",1,70.0,N,21.0,30.0,70.35833333,153.0,W,11.0,48.0,-153.19666667,1/1/2004 12:00:00 AM,,0,1
1005601,10056,A43,Trident Basin Seaplane Base,"Kodiak Island, AK",1,United States,US,Alaska,AK,2.0,30056,"Kodiak Island, AK",1,57.0,N,46.0,51.0,57.78083333,152.0,W,23.0,28.0,-152.39111111,4/1/2003 12:00:00 AM,,0,1
1005801,10058,A45,Lake Florence Airport,"Lake Florence, AK",1,United States,US,Alaska,AK,2.0,30058,"Lake Florence, AK",1,57.0,N,49.0,0.0,57.81666667,134.0,W,35.0,0.0,-134.58333333,7/1/2004 12:00:00 AM,,0,1
1005901,10059,A46,Lake Hasselborg Airport,"Lake Hasselborg, AK",1,United States,US,Alaska,AK,2.0,30059,"Lake Hasselborg, AK",1,57.0,N,42.0,0.0,57.7,134.0,W,16.0,0.0,-134.26666667,7/1/2004 12:00:00 AM,,0,1
1006001,10060,A47,Distin Lake Airport,"Distin Lake, AK",1,United States,US,Alaska,AK,2.0,30060,"Distin Lake, AK",1,57.0,N,37.0,0.0,57.61666667,134.0,W,22.0,0.0,-134.36666667,7/1/2004 12:00:00 AM,,0,1
1006101,10061,A48,Port Hobron Airport,"Port Hobron, AK",1,United States,US,Alaska,AK,2.0,30061,"Port Hobron, AK",1,57.0,N,9.0,0.0,57.15,153.0,W,9.0,0.0,-153.15,7/1/2004 12:00:00 AM,,0,1
1006201,10062,A49,Mooseville Airstrip Airport,"Mooseville Airstrip, AK",1,United States,US,Alaska,AK,2.0,30062,"Mooseville Airstrip, AK",1,70.0,N,17.0,4.0,70.28444444,152.0,W,12.0,43.0,-152.21194444,1/1/2005 12:00:00 AM,,0,1
1006301,10063,A50,Big Bay Airport,"Big Bay, AK",1,United States,US,Alaska,AK,2.0,30063,"Big Bay, AK",1,58.0,N,33.0,45.0,58.5625,152.0,W,35.0,46.0,-152.59611111,1/1/2005 12:00:00 AM,,0,1
1006401,10064,A51,Wien Lake Airport,"Wien Lake, AK",1,United States,US,Alaska,AK,2.0,30064,"Wien Lake, AK",1,64.0,N,21.0,10.0,64.35277778,151.0,W,16.0,30.0,-151.275,1/1/2005 12:00:00 AM,,0,1
1006501,10065,A52,Silver Salmon Creek Airport,"Silver Salmon Creek, AK",1,United States,US,Alaska,AK,2.0,30065,"Silver Salmon Creek, AK",1,59.0,N,57.0,50.0,59.96388889,152.0,W,40.0,56.0,-152.68222222,4/1/2003 12:00:00 AM,,0,1
1006601,10066,A53,Blear Lake Airport,"Blear Lake, AK",1,United States,US,Alaska,AK,2.0,30066,"Blear Lake, AK",1,64.0,N,20.0,0.0,64.33333333,147.0,W,30.0,0.0,-147.5,6/1/2005 12:00:00 AM,,0,1
1006701,10067,A54,Cannery Bay Airport,"Cannery Bay, AK",1,United States,US,Alaska,AK,2.0,30067,"Cannery Bay, AK",1,53.0,N,41.0,0.0,53.68333333,166.0,W,45.0,0.0,-166.75,1/1/2005 12:00:00 AM,,0,1
1006901,10069,A56,Johnsons Landing,"Bear Lake, AK",1,United States,US,Alaska,AK,2.0,30069,"Bear Lake, AK",1,56.0,N,2.0,12.0,56.03666667,160.0,W,15.0,58.0,-160.26611111,3/1/2005 12:00:00 AM,,0,1
1007001,10070,VZK,International Seafoods Airport,"International Seafoods, AK",1,United States,US,Alaska,AK,2.0,36440,"International Seafoods, AK",1,58.0,N,16.0,0.0,58.26666667,157.0,W,32.0,0.0,-157.53333333,4/1/1999 12:00:00 AM,9/30/2001 12:00:00 AM,0,0
1007002,10070,A57,International Seafoods Airport,"International Seafoods, AK",1,United States,US,Alaska,AK,2.0,36440,"International Seafoods, AK",1,58.0,N,16.0,0.0,58.26666667,157.0,W,32.0,0.0,-157.53333333,10/1/2001 12:00:00 AM,,0,1
1007101,10071,A58,Cosna River Airport,"Cosna River, AK",1,United States,US,Alaska,AK,2.0,30071,"Cosna River, AK",1,64.0,N,30.0,0.0,64.5,151.0,W,40.0,0.0,-151.66666667,4/1/2005 12:00:00 AM,,0,1
1007201,10072,A59,Ivatuk Airport,"Ivatuk, AK",1,United States,US,Alaska,AK,2.0,30072,"Ivatuk, AK",1,68.0,N,29.0,16.0,68.48777778,155.0,W,45.0,27.0,-155.7575,4/1/2005 12:00:00 AM,,0,1
1007401,10074,A61,Cape Sarichef AFS,"Cape Sarichef, AK",1,United States,US,Alaska,AK,2.0,30074,"Cape Sarichef, AK",1,54.0,N,35.0,0.0,54.58333333,164.0,W,54.0,45.0,-164.9125,3/1/1999 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
1007501,10075,A62,Taylor Mountain,"Taylor Mountain Mine, AK",1,United States,US,Alaska,AK,2.0,30075,"Taylor Mountain Mine, AK",1,60.0,N,52.0,4.0,60.86777778,157.0,W,23.0,31.0,-157.39194444,4/1/2005 12:00:00 AM,,0,1
1007601,10076,A63,Coal Creek,"Yukon Charley Rivvers, AK",1,United States,US,Alaska,AK,2.0,30076,"Yukon Charley Rivvers, AK",1,65.0,N,18.0,40.0,65.31111111,143.0,W,8.0,7.0,-143.13527778,6/1/2005 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
1007801,10078,A65,Karluk Portage Airport,"Karluk Portage, AK",1,United States,US,Alaska,AK,2.0,30078,"Karluk Portage, AK",1,57.0,N,32.0,18.0,57.53833333,154.0,W,9.0,52.0,-154.16444444,6/1/2005 12:00:00 AM,,0,1
1007901,10079,A66,Hope Airport,"Hope, AK",1,United States,US,Alaska,AK,2.0,30079,"Hope, AK",1,60.0,N,54.0,20.0,60.90555556,149.0,W,37.0,26.0,-149.62388889,8/1/2005 12:00:00 AM,6/30/2011 12:00:00 AM,0,0
1008001,10080,A67,Viekoda Bay Airport,"Viekoda Bay, AK",1,United States,US,Alaska,AK,2.0,30080,"Viekoda Bay, AK",1,57.0,N,50.0,58.0,57.84944444,153.0,W,6.0,55.0,-153.11527778,7/1/2005 12:00:00 AM,,0,1
1008201,10082,A69,Cathedral Strip,"Cold Bay, AK",1,United States,US,Alaska,AK,2.0,30082,"Cold Bay, AK",1,55.0,N,44.0,24.0,55.74,162.0,W,7.0,31.0,-162.12527778,7/1/2005 12:00:00 AM,,0,1
1008301,10083,A70,Village Islands Airport,"Village Islands, AK",1,United States,US,Alaska,AK,2.0,30083,"Village Islands, AK",1,57.0,N,46.0,27.0,57.77416667,153.0,W,32.0,41.0,-153.54472222,10/1/2005 12:00:00 AM,,0,1
1008401,10084,A71,Bear Cove Farm,"Homer, AK",1,United States,US,Alaska,AK,2.0,30009,"Homer, AK",1,59.0,N,44.0,18.0,59.73833333,151.0,W,1.0,48.0,-151.03,4/1/2005 12:00:00 AM,,0,1
1008501,10085,A72,Chinitna Bay Airport,"Chinitna Bay, AK",1,United States,US,Alaska,AK,2.0,30085,"Chinitna Bay, AK",1,59.0,N,50.0,0.0,59.83333333,152.0,W,35.0,5.0,-152.58472222,4/1/2005 12:00:00 AM,,0,1
1008601,10086,A73,McKinley National Park,"McKinley Park, AK",1,United States,US,Alaska,AK,2.0,30086,"McKinley Park, AK",1,63.0,N,43.0,57.0,63.7325,148.0,W,54.0,38.0,-148.91055556,1/1/1950 12:00:00 AM,,0,1
1008701,10087,A74,Dog Fish Bay,"Nanwalek, AK",1,United States,US,Alaska,AK,2.0,32649,"Nanwalek, AK",1,59.0,N,14.0,28.0,59.24111111,151.0,W,52.0,38.0,-151.87722222,4/1/2005 12:00:00 AM,,0,1
1008801,10088,A75,Malina Bay Airport,"Malina Bay, AK",1,United States,US,Alaska,AK,2.0,30088,"Malina Bay, AK",1,58.0,N,10.0,19.0,58.17194444,152.0,W,53.0,39.0,-152.89416667,10/1/2005 12:00:00 AM,,0,1
1008901,10089,A76,Red Fox Bay Airport,"Red Fox Bay, AK",1,United States,US,Alaska,AK,2.0,30089,"Red Fox Bay, AK",1,58.0,N,27.0,52.0,58.46444444,152.0,W,35.0,35.0,-152.59305556,10/1/2005 12:00:00 AM,,0,1
1009001,10090,A77,Shearwater Airport,"Shearwater, AK",1,United States,US,Alaska,AK,2.0,30090,"Shearwater, AK",1,57.0,N,20.0,36.0,57.34333333,152.0,W,53.0,50.0,-152.89722222,10/1/2005 12:00:00 AM,,0,1
1009101,10091,A78,Lake,"Cape Simpson, AK",1,United States,US,Alaska,AK,2.0,30053,"Cape Simpson, AK",1,71.0,N,1.0,48.0,71.03,154.0,W,26.0,37.0,-154.44361111,10/1/2005 12:00:00 AM,,0,1
1009201,10092,A79,Cape Simpson No. 1,"Cape Simpson, AK",1,United States,US,Alaska,AK,2.0,30053,"Cape Simpson, AK",1,71.0,N,30.0,6.0,71.50166667,154.0,W,2.0,2.0,-154.03388889,10/1/2005 12:00:00 AM,,0,1
1009301,10093,A80,Cape Simpson No. 7,"Cape Simpson, AK",1,United States,US,Alaska,AK,2.0,30053,"Cape Simpson, AK",1,70.0,N,34.0,26.0,70.57388889,155.0,W,19.0,17.0,-155.32138889,10/1/2005 12:00:00 AM,,0,1
1009401,10094,A81,Cape Simpson #1,"Aglaq, AK",1,United States,US,Alaska,AK,2.0,30094,"Aglaq, AK",1,70.0,N,39.0,46.0,70.66277778,154.0,W,50.0,12.0,-154.83666667,1/1/2006 12:00:00 AM,,0,1
1009501,10095,A82,Nikiski Private Airstrip,"Nikiski, AK",1,United States,US,Alaska,AK,2.0,30095,"Nikiski, AK",1,60.0,N,41.0,25.0,60.69027778,151.0,W,17.0,20.0,-151.28888889,1/1/2006 12:00:00 AM,,0,1
1009601,10096,A83,Petrof Point Airport,"Petrof Point, AK",1,United States,US,Alaska,AK,2.0,30096,"Petrof Point, AK",1,59.0,N,22.0,35.0,59.37638889,150.0,W,45.0,54.0,-150.765,3/1/2006 12:00:00 AM,,0,1
1009701,10097,A84,Denali West Lodge Private,"Denali, AK",1,United States,US,Alaska,AK,2.0,30097,"Denali, AK",1,63.0,N,45.0,20.0,63.75555556,147.0,W,55.0,48.0,-147.93,6/1/2006 12:00:00 AM,,0,1
1009801,10098,A85,Big River Airport,"Big River, AK",1,United States,US,Alaska,AK,2.0,30098,"Big River, AK",1,61.0,N,51.0,34.0,61.85944444,154.0,W,16.0,36.0,-154.27666667,10/1/2002 12:00:00 AM,,0,1
1010001,10100,A87,Carry Inlet Airport,"Carry Inlet, AK",1,United States,US,Alaska,AK,2.0,30100,"Carry Inlet, AK",1,58.0,N,34.0,59.0,58.58305556,152.0,W,26.0,45.0,-152.44583333,7/1/2006 12:00:00 AM,,0,1
1010201,10102,A89,Montague Island Airport,"Montague Island, AK",1,United States,US,Alaska,AK,2.0,30102,"Montague Island, AK",1,59.0,N,55.0,30.0,59.925,147.0,W,31.0,0.0,-147.51666667,10/1/2006 12:00:00 AM,,0,1
1010301,10103,A90,Shannon Pond Airport,"Shannon Pond, AK",1,United States,US,Alaska,AK,2.0,30103,"Shannon Pond, AK",1,59.0,N,2.0,21.0,59.03916667,158.0,W,27.0,50.0,-158.46388889,1/1/2007 12:00:00 AM,,0,1
1010401,10104,A91,Omalik Lagoon Airport,"Omalik Lagoon, AK",1,United States,US,Alaska,AK,2.0,30104,"Omalik Lagoon, AK",1,69.0,N,9.0,20.0,69.15555556,163.0,W,29.0,50.0,-163.49722222,1/1/2007 12:00:00 AM,,0,1
1010501,10105,A92,Omolik Lagoon Airport,"Omolik Lagoon, AK",1,United States,US,Alaska,AK,2.0,30105,"Omolik Lagoon, AK",1,69.0,N,8.0,53.0,69.14805556,163.0,W,30.0,37.0,-163.51027778,4/1/2007 12:00:00 AM,,0,1
1010601,10106,A93,Bradley Lake Project Airport,"Bradley Lake Project, AK",1,United States,US,Alaska,AK,2.0,30106,"Bradley Lake Project, AK",1,59.0,N,47.0,30.0,59.79166667,151.0,W,16.0,0.0,-151.26666667,4/1/2007 12:00:00 AM,,0,1
1010701,10107,A94,Ice Strip,"Barrow, AK",1,United States,US,Alaska,AK,2.0,30107,"Barrow, AK",1,70.0,N,34.0,27.0,70.57416667,155.0,W,19.0,5.0,-155.31805556,1/1/2007 12:00:00 AM,,0,1
1010801,10108,A95,Ice Strip,"Barrow, AK",1,United States,US,Alaska,AK,2.0,30107,"Barrow, AK",1,70.0,N,18.0,43.0,70.31194444,153.0,W,14.0,57.0,-153.24916667,3/1/2007 12:00:00 AM,,0,1
1010901,10109,A96,Ice Strip,"Barrow, AK",1,United States,US,Alaska,AK,2.0,30107,"Barrow, AK",1,70.0,N,58.0,51.0,70.98083333,157.0,W,5.0,42.0,-157.095,3/1/2007 12:00:00 AM,,0,1
1011001,10110,A97,Akulik Air Strip,"Akulik, AK",1,United States,US,Alaska,AK,2.0,30110,"Akulik, AK",1,68.0,N,59.0,8.0,68.98555556,163.0,W,28.0,47.0,-163.47972222,6/1/2007 12:00:00 AM,,0,1
1011101,10111,A98,Deadfall Air Strip,"Deadfall, AK",1,United States,US,Alaska,AK,2.0,30111,"Deadfall, AK",1,69.0,N,10.0,15.0,69.17083333,163.0,W,15.0,23.0,-163.25638889,7/1/2007 12:00:00 AM,,0,1
1011201,10112,A99,Eagle Creek Airport,"Eagle Creek, AK",1,United States,US,Alaska,AK,2.0,30112,"Eagle Creek, AK",1,68.0,N,40.0,36.0,68.67666667,162.0,W,38.0,49.0,-162.64694444,7/1/2007 12:00:00 AM,,0,1
1011301,10113,AA1,Ice Kong,"Bethel, AK",1,United States,US,Alaska,AK,2.0,30113,"Bethel, AK",1,59.0,N,57.0,10.0,59.95277778,162.0,W,37.0,1.0,-162.61694444,3/1/2009 12:00:00 AM,,0,1
